2024-08-23 11:56:11,591 INFO    StreamThr :12130 [internal.py:wandb_internal():85] W&B internal server running at pid: 12130, started at: 2024-08-23 11:56:11.590303
2024-08-23 11:56:11,591 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status
2024-08-23 11:56:11,596 INFO    WriterThread:12130 [datastore.py:open_for_write():87] open: /private/tmp/ray/session_2024-08-21_12-57-38_930248_60604/artifacts/2024-08-23_11-51-34/prc=5,pdc=5/driver_artifacts/PPO_custom_tag_v0_f22a4_00000_0_2024-08-23_11-51-34/wandb/run-20240823_115611-f22a4_00000/run-f22a4_00000.wandb
2024-08-23 11:56:11,597 DEBUG   SenderThread:12130 [sender.py:send():391] send: header
2024-08-23 11:56:11,598 DEBUG   SenderThread:12130 [sender.py:send():391] send: run
2024-08-23 11:56:12,393 INFO    SenderThread:12130 [dir_watcher.py:__init__():211] watching files in: /private/tmp/ray/session_2024-08-21_12-57-38_930248_60604/artifacts/2024-08-23_11-51-34/prc=5,pdc=5/driver_artifacts/PPO_custom_tag_v0_f22a4_00000_0_2024-08-23_11-51-34/wandb/run-20240823_115611-f22a4_00000/files
2024-08-23 11:56:12,393 INFO    SenderThread:12130 [sender.py:_start_run_threads():1200] run started: f22a4_00000 with start time 1724394371.591286
2024-08-23 11:56:12,399 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: check_version
2024-08-23 11:56:12,399 DEBUG   SenderThread:12130 [sender.py:send_request():418] send_request: check_version
2024-08-23 11:56:12,474 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: run_start
2024-08-23 11:56:12,481 DEBUG   HandlerThread:12130 [system_info.py:__init__():26] System info init
2024-08-23 11:56:12,481 DEBUG   HandlerThread:12130 [system_info.py:__init__():41] System info init done
2024-08-23 11:56:12,481 INFO    HandlerThread:12130 [system_monitor.py:start():194] Starting system monitor
2024-08-23 11:56:12,481 INFO    SystemMonitor:12130 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-23 11:56:12,481 INFO    HandlerThread:12130 [system_monitor.py:probe():214] Collecting system info
2024-08-23 11:56:12,481 INFO    SystemMonitor:12130 [interfaces.py:start():188] Started cpu monitoring
2024-08-23 11:56:12,482 INFO    SystemMonitor:12130 [interfaces.py:start():188] Started disk monitoring
2024-08-23 11:56:12,483 INFO    SystemMonitor:12130 [interfaces.py:start():188] Started gpuapple monitoring
2024-08-23 11:56:12,487 INFO    SystemMonitor:12130 [interfaces.py:start():188] Started memory monitoring
2024-08-23 11:56:12,489 INFO    SystemMonitor:12130 [interfaces.py:start():188] Started network monitoring
2024-08-23 11:56:12,913 DEBUG   HandlerThread:12130 [system_info.py:probe():152] Probing system
2024-08-23 11:56:12,918 DEBUG   HandlerThread:12130 [gitlib.py:_init_repo():56] git repository is invalid
2024-08-23 11:56:12,919 DEBUG   HandlerThread:12130 [system_info.py:probe():200] Probing system done
2024-08-23 11:56:12,919 DEBUG   HandlerThread:12130 [system_monitor.py:probe():223] {'os': 'macOS-14.6-arm64-arm-64bit', 'python': '3.9.6', 'heartbeatAt': '2024-08-23T06:26:12.914024', 'startedAt': '2024-08-23T06:26:11.585163', 'docker': None, 'cuda': None, 'args': ('--node-ip-address=127.0.0.1', '--node-manager-port=54010', '--object-store-name=/tmp/ray/session_2024-08-21_12-57-38_930248_60604/sockets/plasma_store', '--raylet-name=/tmp/ray/session_2024-08-21_12-57-38_930248_60604/sockets/raylet', '--redis-address=None', '--metrics-agent-port=54193', '--runtime-env-agent-port=56720', '--logging-rotate-bytes=536870912', '--logging-rotate-backup-count=5', '--runtime-env-agent-port=56720', '--gcs-address=127.0.0.1:6379', '--session-name=session_2024-08-21_12-57-38_930248_60604', '--temp-dir=/tmp/ray', '--webui=', '--cluster-id=3bf8fbb66a6d3f14af3db28a09806978c9a373fa893c795649151f80', '--startup-token=2111', '--worker-launch-time-ms=1724394361452', '--node-id=acc1c2b2bc1dfd9bfd3d3db7ea850deaec31934d88b1953b166132cf', '--runtime-env-hash=1'), 'state': 'running', 'program': '/Users/joykhera/Library/Caches/pypoetry/virtualenvs/evolution-E7IEFu2R-py3.9/lib/python3.9/site-packages/ray/_private/workers/default_worker.py', 'codePathLocal': None, 'host': 'Joys-MacBook-Pro.local', 'username': 'joykhera', 'executable': '/Users/joykhera/Library/Caches/pypoetry/virtualenvs/evolution-E7IEFu2R-py3.9/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 10.09354019165039}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-08-23 11:56:12,919 INFO    HandlerThread:12130 [system_monitor.py:probe():224] Finished collecting system info
2024-08-23 11:56:12,919 INFO    HandlerThread:12130 [system_monitor.py:probe():227] Publishing system info
2024-08-23 11:56:12,919 INFO    HandlerThread:12130 [system_monitor.py:probe():229] Finished publishing system info
2024-08-23 11:56:12,927 DEBUG   SenderThread:12130 [sender.py:send():391] send: files
2024-08-23 11:56:12,927 INFO    SenderThread:12130 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-23 11:56:12,998 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: python_packages
2024-08-23 11:56:12,998 DEBUG   SenderThread:12130 [sender.py:send_request():418] send_request: python_packages
2024-08-23 11:56:12,999 DEBUG   SenderThread:12130 [sender.py:send():391] send: telemetry
2024-08-23 11:56:13,000 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:13,000 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: stop_status
2024-08-23 11:56:13,000 DEBUG   SenderThread:12130 [sender.py:send_request():418] send_request: stop_status
2024-08-23 11:56:13,356 DEBUG   SenderThread:12130 [sender.py:send():391] send: telemetry
2024-08-23 11:56:13,356 DEBUG   SenderThread:12130 [sender.py:send():391] send: config
2024-08-23 11:56:13,399 INFO    Thread-12 :12130 [dir_watcher.py:_on_file_created():271] file/dir created: /private/tmp/ray/session_2024-08-21_12-57-38_930248_60604/artifacts/2024-08-23_11-51-34/prc=5,pdc=5/driver_artifacts/PPO_custom_tag_v0_f22a4_00000_0_2024-08-23_11-51-34/wandb/run-20240823_115611-f22a4_00000/files/requirements.txt
2024-08-23 11:56:13,399 INFO    Thread-12 :12130 [dir_watcher.py:_on_file_created():271] file/dir created: /private/tmp/ray/session_2024-08-21_12-57-38_930248_60604/artifacts/2024-08-23_11-51-34/prc=5,pdc=5/driver_artifacts/PPO_custom_tag_v0_f22a4_00000_0_2024-08-23_11-51-34/wandb/run-20240823_115611-f22a4_00000/files/wandb-metadata.json
2024-08-23 11:56:14,002 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:14,018 INFO    wandb-upload_0:12130 [upload_job.py:push():130] Uploaded file /var/folders/g6/n64llwb90ys0ypccxnmz5x0w0000gn/T/tmpf5dfy1w5wandb/7mvk7ice-wandb-metadata.json
2024-08-23 11:56:15,007 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:16,010 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:17,015 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:17,374 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:18,019 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:19,023 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:20,028 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:21,033 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:22,038 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:23,008 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:23,043 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:24,045 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:25,050 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:26,054 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:27,058 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:28,003 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: stop_status
2024-08-23 11:56:28,003 DEBUG   SenderThread:12130 [sender.py:send_request():418] send_request: stop_status
2024-08-23 11:56:28,062 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:28,377 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:29,068 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:30,071 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:31,076 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:32,079 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:33,083 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:34,021 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:34,088 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:35,093 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:36,098 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:37,102 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:38,106 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:39,025 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:39,110 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:40,114 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:41,119 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:42,123 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:43,007 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: stop_status
2024-08-23 11:56:43,008 DEBUG   SenderThread:12130 [sender.py:send_request():418] send_request: stop_status
2024-08-23 11:56:43,125 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:44,130 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:44,436 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:45,134 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:45,525 INFO    Thread-12 :12130 [dir_watcher.py:_on_file_modified():288] file/dir modified: /private/tmp/ray/session_2024-08-21_12-57-38_930248_60604/artifacts/2024-08-23_11-51-34/prc=5,pdc=5/driver_artifacts/PPO_custom_tag_v0_f22a4_00000_0_2024-08-23_11-51-34/wandb/run-20240823_115611-f22a4_00000/files/config.yaml
2024-08-23 11:56:46,136 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:47,137 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:48,142 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:49,147 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:50,038 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: status_report
2024-08-23 11:56:50,151 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-23 11:56:51,155 DEBUG   HandlerThread:12130 [handler.py:handle_request():158] handle_request: internal_messages
